CustomerID,Recency,Frequency,Monetary,country,cluster,segment_name
13487.0,64,2,297.1,United Kingdom,3,At Risk / Lost (3)
13488.0,20,4,3746.49,United Kingdom,1,Champions
13489.0,6,1,77.28,United Kingdom,3,At Risk / Lost (3)
13491.0,22,10,1869.22,United Kingdom,2,Champions (2)
13494.0,23,1,316.26000000000005,United Kingdom,3,At Risk / Lost (3)
13495.0,71,4,1685.34,United Kingdom,1,Champions
13496.0,71,1,501.01,United Kingdom,3,At Risk / Lost (3)
13497.0,80,2,370.4500000000001,United Kingdom,3,At Risk / Lost (3)
13498.0,441,1,327.38,United Kingdom,0,At Risk / Lost
13502.0,35,1,114.6,United Kingdom,3,At Risk / Lost (3)
13503.0,372,2,931.02,United Kingdom,0,At Risk / Lost
13506.0,27,2,458.52,United Kingdom,3,At Risk / Lost (3)
13510.0,388,2,655.58,United Kingdom,0,At Risk / Lost
13511.0,388,1,282.76,United Kingdom,0,At Risk / Lost
13513.0,366,1,299.64,United Kingdom,0,At Risk / Lost
13514.0,393,1,346.3,United Kingdom,0,At Risk / Lost
13520.0,36,4,2055.6,Switzerland,1,Champions
13523.0,77,1,566.95,United Kingdom,3,At Risk / Lost (3)
13526.0,450,2,1182.0,United Kingdom,0,At Risk / Lost
13527.0,38,3,895.04,United Kingdom,1,Champions
13531.0,77,2,617.15,United Kingdom,1,Champions
13534.0,16,8,1029.75,United Kingdom,2,Champions (2)
13538.0,27,3,970.34,United Kingdom,1,Champions
13539.0,20,1,164.1,United Kingdom,3,At Risk / Lost (3)
13540.0,367,2,369.25,United Kingdom,0,At Risk / Lost
13542.0,375,4,725.15,United Kingdom,1,Champions
13543.0,398,1,588.45,United Kingdom,0,At Risk / Lost
13551.0,30,2,244.2,United Kingdom,3,At Risk / Lost (3)
13552.0,27,3,1046.66,United Kingdom,1,Champions
13553.0,386,1,517.8,United Kingdom,0,At Risk / Lost
13555.0,401,2,816.48,United Kingdom,0,At Risk / Lost
13557.0,391,4,1026.32,United Kingdom,1,Champions
13562.0,385,3,1600.0,United Kingdom,1,Champions
13564.0,65,9,3721.51,United Kingdom,2,Champions (2)
13565.0,45,1,110.18,United Kingdom,3,At Risk / Lost (3)
13569.0,79,1,118.32,United Kingdom,3,At Risk / Lost (3)
13571.0,367,2,271.43,United Kingdom,0,At Risk / Lost
13576.0,2,7,2765.99,United Kingdom,2,Champions (2)
13577.0,434,3,399.4,United Kingdom,0,At Risk / Lost
13579.0,80,2,548.25,United Kingdom,1,Champions
13581.0,20,1,118.0,United Kingdom,3,At Risk / Lost (3)
13583.0,390,1,664.001,United Kingdom,0,At Risk / Lost
13584.0,18,2,143.7,United Kingdom,3,At Risk / Lost (3)
13585.0,449,1,12.75,United Kingdom,0,At Risk / Lost
13587.0,375,1,568.3,United Kingdom,0,At Risk / Lost
13589.0,445,1,269.15,United Kingdom,0,At Risk / Lost
13590.0,15,3,1234.48,United Kingdom,1,Champions
13591.0,436,1,53.2,United Kingdom,0,At Risk / Lost
13593.0,47,1,559.85,United Kingdom,3,At Risk / Lost (3)
13599.0,48,6,2743.02,United Kingdom,2,Champions (2)
13600.0,23,1,219.52,United Kingdom,3,At Risk / Lost (3)
13604.0,370,1,717.62,United Kingdom,0,At Risk / Lost
13606.0,23,1,70.02,United Kingdom,3,At Risk / Lost (3)
13610.0,393,2,461.03,United Kingdom,0,At Risk / Lost
13611.0,71,2,641.08,United Kingdom,1,Champions
13613.0,372,1,468.0,United Kingdom,0,At Risk / Lost
13614.0,42,1,205.75,United Kingdom,3,At Risk / Lost (3)
13615.0,30,2,1225.84,United Kingdom,1,Champions
13616.0,402,1,182.25,United Kingdom,0,At Risk / Lost
13619.0,385,1,102.74,United Kingdom,0,At Risk / Lost
13622.0,408,1,658.95,United Kingdom,0,At Risk / Lost
13623.0,9,3,1206.04,United Kingdom,1,Champions
13627.0,69,1,311.19,United Kingdom,3,At Risk / Lost (3)
13628.0,387,1,310.14,United Kingdom,0,At Risk / Lost
13629.0,22,3,2085.0,United Kingdom,1,Champions
13634.0,38,3,802.3000000000001,United Kingdom,1,Champions
13635.0,436,2,797.15,United Kingdom,0,At Risk / Lost
13641.0,430,4,781.86,United Kingdom,1,Champions
13643.0,443,1,311.8,United Kingdom,0,At Risk / Lost
13648.0,381,2,573.53,United Kingdom,0,At Risk / Lost
13649.0,77,1,197.8,United Kingdom,3,At Risk / Lost (3)
13650.0,394,1,505.13,United Kingdom,0,At Risk / Lost
13652.0,80,1,308.8,United Kingdom,3,At Risk / Lost (3)
13654.0,449,1,159.98000000000002,United Kingdom,0,At Risk / Lost
13656.0,48,1,162.70000000000002,United Kingdom,3,At Risk / Lost (3)
13658.0,384,1,982.26,United Kingdom,0,At Risk / Lost
13659.0,32,2,1466.43,United Kingdom,1,Champions
13662.0,370,2,300.47,United Kingdom,0,At Risk / Lost
13666.0,447,1,19.5,United Kingdom,0,At Risk / Lost
13668.0,7,6,2580.38,United Kingdom,2,Champions (2)
13672.0,12,3,419.92,United Kingdom,1,Champions
13679.0,446,1,126.8,United Kingdom,0,At Risk / Lost
13680.0,49,7,7261.43,United Kingdom,2,Champions (2)
13693.0,396,5,904.41,United Kingdom,1,Champions
13694.0,1,35,52453.21,United Kingdom,2,Champions (2)
13696.0,377,1,306.0,United Kingdom,0,At Risk / Lost
13698.0,393,1,184.3,United Kingdom,0,At Risk / Lost
13700.0,39,4,237.56,United Kingdom,1,Champions
13703.0,30,1,99.5,United Kingdom,3,At Risk / Lost (3)
13705.0,85,1,318.14,United Kingdom,3,At Risk / Lost (3)
13706.0,14,1,330.79,United Kingdom,3,At Risk / Lost (3)
13707.0,27,1,583.41,United Kingdom,3,At Risk / Lost (3)
13709.0,26,2,781.44,United Kingdom,1,Champions
13711.0,395,4,1019.9,United Kingdom,1,Champions
13715.0,50,4,941.85,United Kingdom,1,Champions
13717.0,10,1,298.05,United Kingdom,3,At Risk / Lost (3)
13718.0,7,1,114.05,United Kingdom,3,At Risk / Lost (3)
13725.0,4,3,1304.63,United Kingdom,1,Champions
13727.0,413,2,223.65,United Kingdom,0,At Risk / Lost
13728.0,22,4,682.42,United Kingdom,1,Champions
13729.0,395,1,357.88,United Kingdom,0,At Risk / Lost
13733.0,446,1,149.10000000000002,United Kingdom,0,At Risk / Lost
13735.0,399,2,1028.07,United Kingdom,0,At Risk / Lost
13736.0,445,1,720.79,United Kingdom,0,At Risk / Lost
13740.0,449,1,311.69,United Kingdom,0,At Risk / Lost
13742.0,11,2,995.28,United Kingdom,1,Champions
13744.0,3,1,893.16,United Kingdom,3,At Risk / Lost (3)
13747.0,85,1,79.6,United Kingdom,3,At Risk / Lost (3)
13748.0,85,2,377.1,United Kingdom,3,At Risk / Lost (3)
13750.0,8,2,688.8000000000001,United Kingdom,1,Champions
13753.0,448,1,642.2,United Kingdom,0,At Risk / Lost
13754.0,28,1,156.0,United Kingdom,3,At Risk / Lost (3)
13756.0,70,5,1413.5400000000002,United Kingdom,1,Champions
13757.0,386,1,195.55,United Kingdom,0,At Risk / Lost
13758.0,46,7,4136.9,United Kingdom,2,Champions (2)
13761.0,368,1,311.9,United Kingdom,0,At Risk / Lost
13762.0,410,1,447.36,United Kingdom,0,At Risk / Lost
13764.0,48,1,499.89,United Kingdom,3,At Risk / Lost (3)
13767.0,2,18,8508.09,United Kingdom,2,Champions (2)
13768.0,438,2,875.97,United Kingdom,0,At Risk / Lost
13769.0,37,4,1145.18,United Kingdom,1,Champions
13770.0,441,1,174.33,United Kingdom,0,At Risk / Lost
13773.0,371,1,91.4,United Kingdom,0,At Risk / Lost
13777.0,7,20,15929.08,United Kingdom,2,Champions (2)
13781.0,432,1,314.44,United Kingdom,0,At Risk / Lost
13782.0,39,3,459.92,United Kingdom,1,Champions
13783.0,384,1,488.88,United Kingdom,0,At Risk / Lost
13784.0,23,3,329.64,United Kingdom,1,Champions
13786.0,78,2,953.49,United Kingdom,1,Champions
13787.0,75,3,507.83,United Kingdom,1,Champions
13798.0,4,20,16549.12,United Kingdom,2,Champions (2)
13799.0,5,1,341.7,United Kingdom,3,At Risk / Lost (3)
13800.0,21,2,1037.02,United Kingdom,1,Champions
13802.0,23,2,1374.5,United Kingdom,1,Champions
13804.0,1,1,723.63,United Kingdom,3,At Risk / Lost (3)
13807.0,78,2,220.55,United Kingdom,3,At Risk / Lost (3)
13809.0,17,1,155.05,Cyprus,3,At Risk / Lost (3)
13813.0,379,2,567.13,Germany,0,At Risk / Lost
13815.0,30,2,1750.87,Germany,1,Champions
13817.0,63,1,128.7,Germany,3,At Risk / Lost (3)
13819.0,13,6,2642.35,United Kingdom,2,Champions (2)
13820.0,392,1,235.12,United Kingdom,0,At Risk / Lost
13821.0,405,3,692.2,United Kingdom,0,At Risk / Lost
13823.0,384,2,924.48,United Kingdom,0,At Risk / Lost
13824.0,22,1,442.88,United Kingdom,3,At Risk / Lost (3)
13825.0,441,1,143.36,United Kingdom,0,At Risk / Lost
13831.0,81,6,2439.52,United Kingdom,1,Champions
13834.0,381,1,202.45,United Kingdom,0,At Risk / Lost
13837.0,29,1,113.7,United Kingdom,3,At Risk / Lost (3)
13838.0,81,1,238.11,United Kingdom,3,At Risk / Lost (3)
13842.0,21,6,1271.67,United Kingdom,1,Champions
13846.0,71,1,411.4,United Kingdom,3,At Risk / Lost (3)
13847.0,431,1,310.72,United Kingdom,0,At Risk / Lost
13848.0,9,3,1415.0,United Kingdom,1,Champions
13851.0,391,1,199.3,United Kingdom,0,At Risk / Lost
13854.0,1,10,3046.63,United Kingdom,2,Champions (2)
13855.0,432,2,809.1,United Kingdom,0,At Risk / Lost
13859.0,37,1,201.16,United Kingdom,3,At Risk / Lost (3)
13862.0,2,2,678.85,United Kingdom,1,Champions
13865.0,1,1,123.3,United Kingdom,3,At Risk / Lost (3)
13869.0,24,3,2156.19,United Kingdom,1,Champions
13870.0,381,1,611.54,United Kingdom,0,At Risk / Lost
13871.0,20,2,1010.05,United Kingdom,1,Champions
13872.0,437,1,252.12,United Kingdom,0,At Risk / Lost
13873.0,21,1,121.45,United Kingdom,3,At Risk / Lost (3)
13874.0,69,2,690.8,United Kingdom,1,Champions
13875.0,12,3,955.62,United Kingdom,1,Champions
13877.0,401,1,154.83,United Kingdom,0,At Risk / Lost
13880.0,8,2,308.0,United Kingdom,3,At Risk / Lost (3)
13881.0,23,1,1025.34,United Kingdom,3,At Risk / Lost (3)
13883.0,442,1,24.65,United Kingdom,0,At Risk / Lost
13889.0,397,1,319.38,United Kingdom,0,At Risk / Lost
13890.0,70,2,404.0,United Kingdom,3,At Risk / Lost (3)
13893.0,9,1,821.1,United Kingdom,3,At Risk / Lost (3)
13894.0,22,1,160.85,United Kingdom,3,At Risk / Lost (3)
13895.0,448,1,831.0,United Kingdom,0,At Risk / Lost
13897.0,388,1,482.67,United Kingdom,0,At Risk / Lost
13898.0,37,1,155.93,United Kingdom,3,At Risk / Lost (3)
13901.0,30,3,1089.99,United Kingdom,1,Champions
13902.0,372,4,27228.96,Denmark,2,Champions (2)
13904.0,6,1,201.12,United Kingdom,3,At Risk / Lost (3)
13905.0,444,1,312.65,United Kingdom,0,At Risk / Lost
13907.0,403,1,136.8,United Kingdom,0,At Risk / Lost
13911.0,9,2,559.27,United Kingdom,1,Champions
13916.0,387,1,364.5,United Kingdom,0,At Risk / Lost
13921.0,433,1,102.75,United Kingdom,0,At Risk / Lost
13922.0,63,1,172.25,United Kingdom,3,At Risk / Lost (3)
13929.0,37,3,843.47,United Kingdom,1,Champions
13931.0,436,3,1630.06,United Kingdom,1,Champions
13932.0,6,1,307.4,United Kingdom,3,At Risk / Lost (3)
13939.0,23,1,184.5,United Kingdom,3,At Risk / Lost (3)
13941.0,9,4,3232.1,United Kingdom,1,Champions
13946.0,447,1,280.2,United Kingdom,0,At Risk / Lost
13948.0,72,2,257.65,United Kingdom,3,At Risk / Lost (3)
13951.0,5,1,212.56,United Kingdom,3,At Risk / Lost (3)
13952.0,370,2,3387.51,United Kingdom,1,Champions
13953.0,64,3,1625.0,United Kingdom,1,Champions
13955.0,17,1,205.1,United Kingdom,3,At Risk / Lost (3)
13957.0,370,1,102.84,United Kingdom,0,At Risk / Lost
13958.0,446,2,811.5500000000001,United Kingdom,0,At Risk / Lost
13959.0,73,1,214.74,United Kingdom,3,At Risk / Lost (3)
13963.0,19,4,664.54,United Kingdom,1,Champions
13965.0,380,2,786.01,United Kingdom,0,At Risk / Lost
13969.0,34,2,662.83,United Kingdom,1,Champions
13971.0,394,1,267.22,United Kingdom,0,At Risk / Lost
13975.0,387,1,553.66,United Kingdom,0,At Risk / Lost
13976.0,380,1,275.41,United Kingdom,0,At Risk / Lost
13979.0,448,1,203.78,United Kingdom,0,At Risk / Lost
13980.0,367,1,216.9,United Kingdom,0,At Risk / Lost
13982.0,38,3,1739.25,United Kingdom,1,Champions
13983.0,17,6,2257.51,United Kingdom,2,Champions (2)
13984.0,36,5,654.52,United Kingdom,1,Champions
13985.0,379,1,224.35,United Kingdom,0,At Risk / Lost
13993.0,1,4,1592.65,United Kingdom,1,Champions
13995.0,433,1,143.7,United Kingdom,0,At Risk / Lost
13999.0,34,5,1623.05,United Kingdom,1,Champions
14000.0,449,1,192.0,United Kingdom,0,At Risk / Lost
14001.0,85,1,301.24,United Kingdom,3,At Risk / Lost (3)
14003.0,444,1,209.41,United Kingdom,0,At Risk / Lost
14006.0,23,1,304.44,United Kingdom,3,At Risk / Lost (3)
14016.0,68,3,2684.63,EIRE,1,Champions
14030.0,16,8,3028.87,United Kingdom,2,Champions (2)
14031.0,35,13,11104.45,United Kingdom,2,Champions (2)
14032.0,67,5,1542.4,United Kingdom,1,Champions
14035.0,9,1,301.6,United Kingdom,3,At Risk / Lost (3)
14037.0,76,3,569.02,United Kingdom,1,Champions
14038.0,385,1,704.5500000000001,United Kingdom,0,At Risk / Lost
14040.0,25,9,3383.34,United Kingdom,2,Champions (2)
14042.0,436,1,431.98,United Kingdom,0,At Risk / Lost
14043.0,440,1,164.31,United Kingdom,0,At Risk / Lost
14044.0,21,2,418.91,United Kingdom,3,At Risk / Lost (3)
14045.0,49,4,1647.75,United Kingdom,1,Champions
14047.0,48,3,824.46,United Kingdom,1,Champions
14048.0,16,1,409.93,United Kingdom,3,At Risk / Lost (3)
14049.0,29,1,1031.83,United Kingdom,3,At Risk / Lost (3)
14051.0,8,9,4711.4800000000005,United Kingdom,2,Champions (2)
14055.0,434,1,274.32,United Kingdom,0,At Risk / Lost
14057.0,6,4,1669.24,United Kingdom,1,Champions
14060.0,2,6,1931.46,United Kingdom,2,Champions (2)
14061.0,435,2,553.4300000000001,United Kingdom,0,At Risk / Lost
14062.0,34,7,6072.57,United Kingdom,2,Champions (2)
14063.0,398,7,9471.5,United Kingdom,2,Champions (2)
14064.0,399,1,412.15,United Kingdom,0,At Risk / Lost
14068.0,31,2,753.62,United Kingdom,1,Champions
14070.0,396,1,326.55,United Kingdom,0,At Risk / Lost
14072.0,378,1,390.85,United Kingdom,0,At Risk / Lost
14078.0,85,1,136.24,United Kingdom,3,At Risk / Lost (3)
14079.0,393,1,243.63,United Kingdom,0,At Risk / Lost
14080.0,441,2,414.65,United Kingdom,0,At Risk / Lost
14081.0,13,8,3340.4,United Kingdom,2,Champions (2)
14082.0,76,1,182.25,United Kingdom,3,At Risk / Lost (3)
14083.0,65,4,524.06,United Kingdom,1,Champions
14085.0,21,11,4132.14,United Kingdom,2,Champions (2)
14087.0,446,1,236.69,United Kingdom,0,At Risk / Lost
14088.0,34,1,7544.91,United Kingdom,1,Champions
14090.0,36,1,76.32000000000001,United Kingdom,3,At Risk / Lost (3)
14091.0,409,1,5520.0,United Kingdom,0,At Risk / Lost
14092.0,33,5,1345.28,United Kingdom,1,Champions
14095.0,434,1,2.95,United Kingdom,0,At Risk / Lost
14099.0,6,5,1624.09,United Kingdom,1,Champions
14101.0,6,2,1844.03,United Kingdom,1,Champions
14105.0,432,1,646.3000000000001,United Kingdom,0,At Risk / Lost
14106.0,448,1,214.8,United Kingdom,0,At Risk / Lost
14107.0,7,3,784.35,United Kingdom,1,Champions
14108.0,442,2,447.05,United Kingdom,0,At Risk / Lost
14110.0,389,3,980.97,United Kingdom,0,At Risk / Lost
14113.0,66,6,1854.69,United Kingdom,1,Champions
14114.0,42,1,195.13,United Kingdom,3,At Risk / Lost (3)
14115.0,378,1,117.8,United Kingdom,0,At Risk / Lost
14119.0,429,1,66.48,United Kingdom,0,At Risk / Lost
14122.0,440,2,131.58999999999995,United Kingdom,0,At Risk / Lost
14123.0,444,1,436.18,United Kingdom,0,At Risk / Lost
14127.0,22,1,314.63,United Kingdom,3,At Risk / Lost (3)
14130.0,30,2,842.1800000000001,United Kingdom,1,Champions
14133.0,27,2,623.5,United Kingdom,1,Champions
14134.0,366,4,2805.14,United Kingdom,1,Champions
14135.0,38,9,3301.11,United Kingdom,2,Champions (2)
14136.0,405,2,609.1800000000001,United Kingdom,0,At Risk / Lost
14137.0,407,1,332.7,United Kingdom,0,At Risk / Lost
14142.0,84,1,311.81,United Kingdom,3,At Risk / Lost (3)
14146.0,68,3,2375.54,United Kingdom,1,Champions
14150.0,71,1,306.18,United Kingdom,3,At Risk / Lost (3)
14151.0,384,2,679.45,United Kingdom,0,At Risk / Lost
14152.0,370,1,301.31,United Kingdom,0,At Risk / Lost
14154.0,407,1,530.34,United Kingdom,0,At Risk / Lost
14156.0,1,32,97639.32,EIRE,2,Champions (2)
14159.0,74,3,860.62,United Kingdom,1,Champions
14160.0,366,4,6617.24,United Kingdom,1,Champions
14161.0,81,2,788.28,United Kingdom,1,Champions
14162.0,4,1,177.68,United Kingdom,3,At Risk / Lost (3)
14167.0,42,2,300.3,United Kingdom,3,At Risk / Lost (3)
14171.0,441,1,135.0,United Kingdom,0,At Risk / Lost
14173.0,442,1,23.6,United Kingdom,0,At Risk / Lost
14175.0,41,1,322.58,United Kingdom,3,At Risk / Lost (3)
14176.0,9,4,576.9000000000001,United Kingdom,1,Champions
14180.0,8,9,1853.52,United Kingdom,2,Champions (2)
14185.0,42,1,197.65,United Kingdom,3,At Risk / Lost (3)
14188.0,21,1,398.0,United Kingdom,3,At Risk / Lost (3)
14189.0,29,3,950.78,United Kingdom,1,Champions
14190.0,377,1,79.9,United Kingdom,0,At Risk / Lost
14191.0,440,1,15.9,United Kingdom,0,At Risk / Lost
14194.0,19,3,1681.77,United Kingdom,1,Champions
14198.0,372,2,282.89,United Kingdom,0,At Risk / Lost
14201.0,71,1,67.24000000000001,United Kingdom,3,At Risk / Lost (3)
14204.0,449,1,371.27,United Kingdom,0,At Risk / Lost
14207.0,399,1,157.8,United Kingdom,0,At Risk / Lost
14209.0,44,2,604.9,United Kingdom,1,Champions
14210.0,8,4,1605.3,United Kingdom,1,Champions
14211.0,6,3,553.6,United Kingdom,1,Champions
14215.0,26,5,2181.2200000000003,United Kingdom,1,Champions
14217.0,22,4,378.8,United Kingdom,1,Champions
14220.0,69,1,312.98,United Kingdom,3,At Risk / Lost (3)
14221.0,50,1,312.95,United Kingdom,3,At Risk / Lost (3)
14224.0,31,1,244.3,United Kingdom,3,At Risk / Lost (3)
14225.0,407,1,643.5,United Kingdom,0,At Risk / Lost
14227.0,381,1,438.03,United Kingdom,0,At Risk / Lost
14229.0,3,2,762.13,United Kingdom,1,Champions
14233.0,22,2,630.95,United Kingdom,1,Champions
14236.0,83,1,189.3,United Kingdom,3,At Risk / Lost (3)
14237.0,85,1,161.0,United Kingdom,3,At Risk / Lost (3)
14238.0,37,3,434.23,United Kingdom,1,Champions
14239.0,27,6,852.69,United Kingdom,1,Champions
14241.0,407,1,120.0,United Kingdom,0,At Risk / Lost
14242.0,37,1,138.35,United Kingdom,3,At Risk / Lost (3)
14243.0,29,3,800.4,United Kingdom,1,Champions
14244.0,372,1,366.42,United Kingdom,0,At Risk / Lost
14248.0,29,1,302.58,United Kingdom,3,At Risk / Lost (3)
14249.0,390,1,327.95,United Kingdom,0,At Risk / Lost
14256.0,76,2,1477.36,United Kingdom,1,Champions
14257.0,30,1,620.14,United Kingdom,3,At Risk / Lost (3)
14258.0,10,6,10507.66,United Kingdom,2,Champions (2)
14270.0,43,1,492.65,United Kingdom,3,At Risk / Lost (3)
14274.0,398,1,256.6,United Kingdom,0,At Risk / Lost
14276.0,1,2,649.09,United Kingdom,1,Champions
14277.0,406,2,587.87,France,0,At Risk / Lost
14279.0,392,1,110.5,United Kingdom,0,At Risk / Lost
14282.0,79,2,1468.0,United Kingdom,1,Champions
14285.0,370,2,427.85,United Kingdom,0,At Risk / Lost
14286.0,447,1,1610.52,United Kingdom,0,At Risk / Lost
14289.0,1,1,322.24,United Kingdom,3,At Risk / Lost (3)
14290.0,73,2,1648.19,United Kingdom,1,Champions
14291.0,442,1,408.51,United Kingdom,0,At Risk / Lost
14293.0,16,5,1767.37,United Kingdom,1,Champions
14295.0,442,2,598.85,United Kingdom,0,At Risk / Lost
14298.0,7,17,13178.94,United Kingdom,2,Champions (2)
14299.0,29,9,4981.84,United Kingdom,2,Champions (2)
14301.0,378,1,307.25,United Kingdom,0,At Risk / Lost
14302.0,374,2,471.25,United Kingdom,0,At Risk / Lost
14306.0,388,1,302.08,United Kingdom,0,At Risk / Lost
14307.0,35,4,1796.09,United Kingdom,1,Champions
14309.0,7,3,588.39,United Kingdom,1,Champions
14312.0,22,2,436.37,United Kingdom,3,At Risk / Lost (3)
14320.0,44,3,914.72,United Kingdom,1,Champions
14321.0,45,1,326.82,United Kingdom,3,At Risk / Lost (3)
14322.0,371,1,118.2,United Kingdom,0,At Risk / Lost
14324.0,405,1,361.81,United Kingdom,0,At Risk / Lost
14327.0,385,2,636.36,United Kingdom,0,At Risk / Lost
14329.0,40,3,2496.0,United Kingdom,1,Champions
14334.0,31,2,672.57,United Kingdom,1,Champions
14341.0,29,6,1243.16,United Kingdom,1,Champions
14343.0,401,1,250.15,United Kingdom,0,At Risk / Lost
14344.0,69,3,355.65000000000003,United Kingdom,1,Champions
14346.0,8,1,262.44,United Kingdom,3,At Risk / Lost (3)
14347.0,448,1,82.6,United Kingdom,0,At Risk / Lost
14355.0,77,1,174.4,United Kingdom,3,At Risk / Lost (3)
14365.0,393,1,324.5,United Kingdom,0,At Risk / Lost
14368.0,31,1,155.0,United Kingdom,3,At Risk / Lost (3)
14369.0,373,1,169.69,United Kingdom,0,At Risk / Lost
14370.0,388,1,257.05,United Kingdom,0,At Risk / Lost
14371.0,6,1,100.5,United Kingdom,3,At Risk / Lost (3)
14373.0,69,1,76.55,United Kingdom,3,At Risk / Lost (3)
14376.0,394,1,215.46,United Kingdom,0,At Risk / Lost
14379.0,6,1,110.98,United Kingdom,3,At Risk / Lost (3)
14380.0,393,1,48.96,United Kingdom,0,At Risk / Lost
14386.0,8,1,142.4,United Kingdom,3,At Risk / Lost (3)
14388.0,84,2,635.09,United Kingdom,1,Champions
14390.0,84,1,223.7,United Kingdom,3,At Risk / Lost (3)
14395.0,45,2,689.36,United Kingdom,1,Champions
14396.0,82,3,886.16,United Kingdom,1,Champions
14399.0,386,1,458.4,United Kingdom,0,At Risk / Lost
14401.0,26,5,1576.86,United Kingdom,1,Champions
14404.0,38,5,806.46,United Kingdom,1,Champions
14408.0,444,1,321.00000000000006,United Kingdom,0,At Risk / Lost
14409.0,30,3,666.1,United Kingdom,1,Champions
14410.0,17,1,137.65,United Kingdom,3,At Risk / Lost (3)
14411.0,22,1,1063.0,United Kingdom,3,At Risk / Lost (3)
14413.0,74,3,588.2,United Kingdom,1,Champions
14414.0,70,1,217.2,United Kingdom,3,At Risk / Lost (3)
14415.0,15,5,2817.33,United Kingdom,2,Champions (2)
14419.0,76,1,124.1,United Kingdom,3,At Risk / Lost (3)
14420.0,403,1,400.8,United Kingdom,0,At Risk / Lost
14421.0,395,2,1021.5,United Kingdom,0,At Risk / Lost
14422.0,379,3,1223.63,United Kingdom,1,Champions
14423.0,406,1,244.8,United Kingdom,0,At Risk / Lost
14425.0,434,2,422.29,United Kingdom,0,At Risk / Lost
14426.0,24,2,701.17,United Kingdom,1,Champions
14428.0,36,1,203.55,United Kingdom,3,At Risk / Lost (3)
14431.0,14,2,1007.61,United Kingdom,1,Champions
14437.0,77,1,63.0,United Kingdom,3,At Risk / Lost (3)
14438.0,17,1,131.9,United Kingdom,3,At Risk / Lost (3)
14439.0,31,3,6600.32,Greece,1,Champions
14440.0,28,4,2718.16,United Kingdom,1,Champions
14441.0,402,1,369.44,United Kingdom,0,At Risk / Lost
14442.0,28,2,1514.33,Channel Islands,1,Champions
14443.0,21,2,608.4,United Kingdom,1,Champions
14448.0,75,1,102.35,United Kingdom,3,At Risk / Lost (3)
14449.0,83,1,210.24,United Kingdom,3,At Risk / Lost (3)
14450.0,32,1,161.03,United Kingdom,3,At Risk / Lost (3)
14451.0,378,2,389.48,United Kingdom,0,At Risk / Lost
14454.0,382,2,323.9,United Kingdom,0,At Risk / Lost
14457.0,22,1,113.64,United Kingdom,3,At Risk / Lost (3)
14460.0,22,3,251.4,United Kingdom,3,At Risk / Lost (3)
14461.0,402,1,308.39,United Kingdom,0,At Risk / Lost
14462.0,19,3,456.52,United Kingdom,1,Champions
14465.0,14,4,1295.22,United Kingdom,1,Champions
14466.0,20,5,1340.5,United Kingdom,1,Champions
14467.0,24,2,241.54,United Kingdom,3,At Risk / Lost (3)
14468.0,445,1,204.24,United Kingdom,0,At Risk / Lost
14469.0,391,1,439.15,United Kingdom,0,At Risk / Lost
14471.0,444,1,208.83,United Kingdom,0,At Risk / Lost
14472.0,46,3,905.52,United Kingdom,1,Champions
14475.0,16,1,306.55,United Kingdom,3,At Risk / Lost (3)
14477.0,8,2,330.0,United Kingdom,3,At Risk / Lost (3)
14478.0,394,2,578.68,United Kingdom,0,At Risk / Lost
14479.0,77,2,529.53,United Kingdom,1,Champions
14480.0,429,1,303.85,United Kingdom,0,At Risk / Lost
14481.0,389,1,416.32,United Kingdom,0,At Risk / Lost
14483.0,448,1,120.0,United Kingdom,0,At Risk / Lost
14484.0,434,1,435.45,United Kingdom,0,At Risk / Lost
14487.0,80,1,125.1,United Kingdom,3,At Risk / Lost (3)
14491.0,84,1,127.2,United Kingdom,3,At Risk / Lost (3)
14494.0,443,1,114.3,United Kingdom,0,At Risk / Lost
14495.0,371,1,51.0,United Kingdom,0,At Risk / Lost
14496.0,23,2,538.8100000000001,United Kingdom,1,Champions
14497.0,20,2,697.0600000000001,United Kingdom,1,Champions
14498.0,73,1,166.22,United Kingdom,3,At Risk / Lost (3)
14501.0,31,1,66.93,United Kingdom,3,At Risk / Lost (3)
14502.0,3,2,453.59,United Kingdom,3,At Risk / Lost (3)
14505.0,48,5,3065.73,United Kingdom,1,Champions
14506.0,80,1,269.7,United Kingdom,3,At Risk / Lost (3)
14507.0,440,1,171.5,United Kingdom,0,At Risk / Lost
14512.0,443,1,153.28,United Kingdom,0,At Risk / Lost
14514.0,42,3,1648.88,United Kingdom,1,Champions
14519.0,395,2,206.09,United Kingdom,0,At Risk / Lost
14520.0,2,1,165.0,United Kingdom,3,At Risk / Lost (3)
14522.0,395,1,200.2,United Kingdom,0,At Risk / Lost
14524.0,72,1,275.45,United Kingdom,3,At Risk / Lost (3)
14525.0,38,5,1487.49,United Kingdom,1,Champions
14527.0,9,30,11501.38,United Kingdom,2,Champions (2)
14530.0,8,2,897.79,United Kingdom,1,Champions
14532.0,25,4,1189.62,United Kingdom,1,Champions
14533.0,64,1,433.5,United Kingdom,3,At Risk / Lost (3)
14534.0,9,3,770.73,United Kingdom,1,Champions
14538.0,394,1,452.6,United Kingdom,0,At Risk / Lost
14540.0,20,5,1339.81,United Kingdom,1,Champions
14541.0,27,3,681.98,United Kingdom,1,Champions
